Name,compass16.sivers.h+.1<z<2.dx
Comment,COMPASS16 SSA-Sivers h+, 0.1<z<0.2 (differential in x)
Reference,1609.07374
Process type,SIDIS
Number of points,26
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.sivers.h+.1<z<2.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.2494443758403984,2.0,2.5,0.119,0.105,0.145,0.15,0.1,0.2,0.34,0.1,10.0,0.018,0.014,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.3515952032609695,2.0,2.5,0.163,0.145,0.215,0.15,0.1,0.2,0.32,0.1,10.0,-0.001,0.025,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.6645825188948455,2.5,4.0,0.031,0.022,0.035,0.14,0.1,0.2,0.47,0.1,10.0,-0.019,0.035,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,2.8653097563788807,2.5,4.0,0.046,0.035,0.055,0.14,0.1,0.2,0.46,0.1,10.0,0.006,0.017,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.028200785945344,2.5,4.0,0.076,0.055,0.105,0.14,0.1,0.2,0.43,0.1,10.0,0.024,0.011,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.0805843601498726,2.5,4.0,0.121,0.105,0.145,0.14,0.1,0.2,0.39,0.1,10.0,0.005,0.012,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.1256999216175565,2.5,4.0,0.176,0.145,0.215,0.14,0.1,0.2,0.36,0.1,10.0,0.016,0.012,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.2969683043669074,2.5,4.0,0.248,0.215,0.3,0.15,0.1,0.2,0.34,0.1,10.0,-0.009,0.018,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.6,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.598610843089316,2.5,4.0,0.35,0.3,0.55,0.15,0.1,0.2,0.34,0.1,10.0,0.009,0.03,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,4.3439613257946945,4.0,9.0,0.084,0.055,0.105,0.14,0.1,0.2,0.47,0.1,10.0,0.035,0.041,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,4.676537180435969,4.0,9.0,0.123,0.105,0.145,0.14,0.1,0.2,0.45,0.1,10.0,-0.002,0.028,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.0039984012787215,4.0,9.0,0.178,0.145,0.215,0.14,0.1,0.2,0.43,0.1,10.0,0.039,0.022,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.3282267219028885,4.0,9.0,0.254,0.215,0.3,0.14,0.1,0.2,0.41,0.1,10.0,0.05,0.023,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.613376880274475,4.0,9.0,0.386,0.3,0.55,0.14,0.1,0.2,0.39,0.1,10.0,0.004,0.02,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dx.5,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,6.168468205316454,4.0,9.0,0.636,0.55,0.8,0.15,0.1,0.2,0.43,0.1,10.0,0.018,0.051,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
