Name,compass16.sivers.h-.z>2.dx
Comment,COMPASS16 SSA-Sivers h-, z>0.2 (differential in x)
Reference,1609.07374
Process type,SIDIS
Number of points,26
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.sivers.h-.z>2.dx.3,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.057776970284131,2.5,4.0,0.121,0.105,0.145,0.34,0.2,1.0,0.51,0.1,10.0,-0.015,0.015,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.4,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.0886890422961,2.5,4.0,0.176,0.145,0.215,0.35,0.2,1.0,0.48,0.1,10.0,0.021,0.014,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.5,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.2649655434629015,2.5,4.0,0.248,0.215,0.3,0.35,0.2,1.0,0.46,0.1,10.0,0.057,0.019,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.6,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,3.591656999213594,2.5,4.0,0.351,0.3,0.55,0.36,0.2,1.0,0.46,0.1,10.0,0.028,0.032,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.0,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,4.340506882842141,4.0,9.0,0.084,0.055,0.105,0.34,0.2,1.0,0.6,0.1,10.0,-0.038,0.05,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.1,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,4.666904755831214,4.0,9.0,0.123,0.105,0.145,0.33,0.2,1.0,0.58,0.1,10.0,0.091,0.035,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.2,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,4.970915408654627,4.0,9.0,0.179,0.145,0.215,0.33,0.2,1.0,0.56,0.1,10.0,-0.024,0.027,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.3,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,5.2459508194416005,4.0,9.0,0.254,0.215,0.3,0.34,0.2,1.0,0.55,0.1,10.0,-0.015,0.028,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.4,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,5.479963503528103,4.0,9.0,0.391,0.3,0.55,0.35,0.2,1.0,0.56,0.1,10.0,0.058,0.024,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h-.z>2.dx.5,1 - 1 - 12111,1 - 1 - 2111,301.03984399999996,6.061352984276695,4.0,9.0,0.64,0.55,0.8,0.38,0.2,1.0,0.8,0.1,10.0,-0.003,0.054,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
