Name,compass16.sivers.h+.1<z<2.dpt
Comment,COMPASS16 SSA-Sivers h+, 0.1<z<0.2 (differential in pt)
Reference,1609.07374
Process type,SIDIS
Number of points,20
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,weightProcess,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
compass16.sivers.h+.1<z<2.dpt.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.059411708155671,2.5,4.0,0.129,0.023135809049988153,0.5330490405117271,0.14,0.1,0.2,0.21,0.1,0.3,0.006,0.009,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.0610455730027932,2.5,4.0,0.12,0.023135809049988153,0.5330490405117271,0.14,0.1,0.2,0.39,0.3,0.5,0.004,0.01,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.0643106892089125,2.5,4.0,0.109,0.023135809049988153,0.5330490405117271,0.15,0.1,0.2,0.6,0.5,0.75,0.028,0.013,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.069201850644561,2.5,4.0,0.096,0.023135809049988153,0.5330490405117271,0.15,0.1,0.2,0.85,0.75,1.0,0.028,0.026,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,3.0757112998459397,2.5,4.0,0.077,0.023135809049988153,0.5330490405117271,0.15,0.1,0.2,1.23,1.0,10.0,0.003,0.04,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.0,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.0921508225896055,4.0,9.0,0.237,0.059227671167969675,0.8988000420238954,0.14,0.1,0.2,0.21,0.1,0.3,0.01,0.018,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.1,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.120546845796843,4.0,9.0,0.233,0.059227671167969675,0.8988000420238954,0.14,0.1,0.2,0.39,0.3,0.5,0.024,0.018,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.2,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.155579501860096,4.0,9.0,0.226,0.059227671167969675,0.8988000420238954,0.15,0.1,0.2,0.6,0.5,0.75,0.047,0.024,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.3,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.183628073077775,4.0,9.0,0.215,0.059227671167969675,0.8988000420238954,0.15,0.1,0.2,0.85,0.75,1.0,0.058,0.044,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
compass16.sivers.h+.1<z<2.dpt.4,1 - 1 - 12101,1 - 1 - 2101,301.03984399999996,5.195190083144215,4.0,9.0,0.186,0.059227671167969675,0.8988000420238954,0.15,0.1,0.2,1.25,1.0,10.0,-0.051,0.068,1.0,True,0.1,0.9,10.0,10000.0,0.938,0.139
