{ 37.500000 , 0.200000 , 0.505000 , 0.248749 , -0.711846 , 0.083063 , 0.465136 , -0.296456 , 0.615719 , 0.005937 , 0.020202}
{ 37.500000 , 0.200000 , 1.500000 , 0.327242 , -0.845309 , 0.034644 , 0.620285 , -0.226005 , 0.621524 , 0.003793 , 0.042805}
{ 37.500000 , 0.200000 , 2.500000 , 0.511987 , -0.967128 , -0.053870 , 0.824283 , -0.005964 , 0.464220 , 0.001990 , 0.045154}
{ 37.500000 , 0.200000 , 3.500000 , 0.656241 , -0.755478 , -0.088453 , 0.734905 , 0.263943 , 0.058688 , 0.001175 , 0.038268}
{ 37.500000 , 0.200000 , 4.500000 , 0.589894 , -0.241167 , -0.053522 , 0.329671 , 0.415391 , -0.380172 , 0.000789 , 0.029715}
{ 37.500000 , 0.200000 , 5.500000 , 0.269519 , 0.350447 , -0.006711 , -0.187732 , 0.392621 , -0.640725 , 0.000671 , 0.023019}
{ 37.500000 , 0.200000 , 6.500000 , -0.050522 , 0.701894 , 0.016458 , -0.515077 , 0.286523 , -0.675391 , 0.000676 , 0.018789}
{ 37.500000 , 0.200000 , 7.500000 , -0.259900 , 0.859419 , 0.022887 , -0.670532 , 0.194334 , -0.631981 , 0.000698 , 0.015965}
{ 37.500000 , 0.200000 , 9.000000 , -0.431886 , 0.947230 , 0.022282 , -0.763744 , 0.106894 , -0.559474 , 0.000704 , 0.013156}
{ 37.500000 , 0.600000 , 0.505000 , 0.253838 , -0.711597 , 0.086483 , 0.460711 , -0.288269 , 0.604889 , 0.005775 , 0.020187}
{ 37.500000 , 0.600000 , 1.500000 , 0.336174 , -0.848510 , 0.037947 , 0.620211 , -0.210745 , 0.607198 , 0.003683 , 0.042748}
{ 37.500000 , 0.600000 , 2.500000 , 0.521815 , -0.964577 , -0.052065 , 0.823693 , 0.019451 , 0.439706 , 0.001955 , 0.045042}
{ 37.500000 , 0.600000 , 3.500000 , 0.655205 , -0.743239 , -0.087219 , 0.726772 , 0.277992 , 0.041456 , 0.001179 , 0.038120}
{ 37.500000 , 0.600000 , 4.500000 , 0.590916 , -0.244038 , -0.054466 , 0.334065 , 0.411625 , -0.374242 , 0.000788 , 0.029562}
{ 37.500000 , 0.600000 , 5.500000 , 0.272854 , 0.346435 , -0.008751 , -0.181749 , 0.380091 , -0.628461 , 0.000657 , 0.022875}
{ 37.500000 , 0.600000 , 6.500000 , -0.056294 , 0.706173 , 0.014561 , -0.517142 , 0.267352 , -0.660486 , 0.000658 , 0.018655}
{ 37.500000 , 0.600000 , 7.500000 , -0.271305 , 0.865053 , 0.020976 , -0.674772 , 0.171738 , -0.613431 , 0.000681 , 0.015840}
{ 37.500000 , 0.600000 , 9.000000 , -0.445173 , 0.950466 , 0.020295 , -0.766677 , 0.083373 , -0.538032 , 0.000691 , 0.013041}
{ 37.500000 , 1.000000 , 0.505000 , 0.265150 , -0.711023 , 0.093246 , 0.450715 , -0.271525 , 0.580887 , 0.005432 , 0.020139}
{ 37.500000 , 1.000000 , 1.500000 , 0.356498 , -0.854629 , 0.044807 , 0.619118 , -0.175493 , 0.572895 , 0.003450 , 0.042603}
{ 37.500000 , 1.000000 , 2.500000 , 0.542660 , -0.954530 , -0.047338 , 0.818440 , 0.078929 , 0.380826 , 0.001884 , 0.044803}
{ 37.500000 , 1.000000 , 3.500000 , 0.653602 , -0.717935 , -0.083219 , 0.709493 , 0.309938 , 0.004426 , 0.001187 , 0.037824}
{ 37.500000 , 1.000000 , 4.500000 , 0.595917 , -0.255287 , -0.055834 , 0.347817 , 0.404631 , -0.359221 , 0.000783 , 0.029263}
{ 37.500000 , 1.000000 , 5.500000 , 0.283573 , 0.331930 , -0.013375 , -0.163207 , 0.350826 , -0.597200 , 0.000624 , 0.022598}
{ 37.500000 , 1.000000 , 6.500000 , -0.067826 , 0.712049 , 0.010063 , -0.518305 , 0.220859 , -0.622284 , 0.000617 , 0.018398}
{ 37.500000 , 1.000000 , 7.500000 , -0.296085 , 0.873974 , 0.016482 , -0.681092 , 0.117435 , -0.566866 , 0.000644 , 0.015600}
{ 37.500000 , 1.000000 , 9.000000 , -0.473651 , 0.953654 , 0.015719 , -0.769871 , 0.028143 , -0.485882 , 0.000662 , 0.012822}
{ 37.500000 , 1.400000 , 0.505000 , 0.285206 , -0.709948 , 0.102690 , 0.432774 , -0.246450 , 0.538475 , 0.004893 , 0.020060}
{ 37.500000 , 1.400000 , 1.500000 , 0.393286 , -0.860706 , 0.055129 , 0.613116 , -0.108901 , 0.503219 , 0.003083 , 0.042386}
{ 37.500000 , 1.400000 , 2.500000 , 0.573790 , -0.918938 , -0.037570 , 0.793433 , 0.192372 , 0.261608 , 0.001785 , 0.044473}
{ 37.500000 , 1.400000 , 3.500000 , 0.651226 , -0.671958 , -0.072852 , 0.675990 , 0.372441 , -0.064362 , 0.001200 , 0.037429}
{ 37.500000 , 1.400000 , 4.500000 , 0.608749 , -0.279797 , -0.055084 , 0.375601 , 0.400417 , -0.334937 , 0.000771 , 0.028864}
{ 37.500000 , 1.400000 , 5.500000 , 0.309179 , 0.292031 , -0.020980 , -0.117095 , 0.293536 , -0.528810 , 0.000566 , 0.022224}
{ 37.500000 , 1.400000 , 6.500000 , -0.086260 , 0.708970 , 0.001371 , -0.508249 , 0.121914 , -0.532933 , 0.000549 , 0.018049}
{ 37.500000 , 1.400000 , 7.500000 , -0.338518 , 0.874343 , 0.007700 , -0.679461 , 0.005120 , -0.462186 , 0.000586 , 0.015272}
{ 37.500000 , 1.400000 , 9.000000 , -0.519768 , 0.942805 , 0.007086 , -0.762015 , -0.080236 , -0.376227 , 0.000620 , 0.012520}
{ 37.500000 , 1.800000 , 0.505000 , 0.316466 , -0.705648 , 0.112483 , 0.401740 , -0.218253 , 0.469163 , 0.004226 , 0.020001}
{ 37.500000 , 1.800000 , 1.500000 , 0.450529 , -0.850334 , 0.065477 , 0.588129 , 0.008734 , 0.363355 , 0.002633 , 0.042208}
{ 37.500000 , 1.800000 , 2.500000 , 0.595765 , -0.800885 , -0.022696 , 0.701790 , 0.383660 , 0.033802 , 0.001718 , 0.044140}
{ 37.500000 , 1.800000 , 3.500000 , 0.638020 , -0.570915 , -0.050661 , 0.595511 , 0.490755 , -0.198714 , 0.001232 , 0.036992}
{ 37.500000 , 1.800000 , 4.500000 , 0.628889 , -0.301049 , -0.043364 , 0.403165 , 0.425214 , -0.324697 , 0.000750 , 0.028402}
{ 37.500000 , 1.800000 , 5.500000 , 0.429851 , 0.100204 , -0.006845 , 0.080070 , 0.180455 , -0.340847 , 0.000486 , 0.021807}
{ 37.500000 , 1.800000 , 6.500000 , -0.021495 , 0.545688 , 0.013958 , -0.335094 , -0.107270 , -0.263104 , 0.000442 , 0.017628}
{ 37.500000 , 1.800000 , 7.500000 , -0.395271 , 0.806516 , -0.007836 , -0.621891 , -0.221219 , -0.217196 , 0.000524 , 0.014867}
{ 37.500000 , 1.800000 , 9.000000 , -0.572266 , 0.862618 , -0.007832 , -0.698283 , -0.279649 , -0.147577 , 0.000581 , 0.012138}
{ 37.500000 , 2.200000 , 0.505000 , 0.357340 , -0.700503 , 0.114755 , 0.369508 , -0.197140 , 0.381385 , 0.003656 , 0.011460}
{ 37.500000 , 2.200000 , 1.500000 , 0.504991 , -0.787605 , 0.063134 , 0.526571 , 0.158723 , 0.150200 , 0.002322 , 0.025018}
{ 37.500000 , 2.200000 , 2.500000 , 0.562588 , -0.577855 , -0.010619 , 0.520173 , 0.568607 , -0.240640 , 0.001816 , 0.026960}
{ 37.500000 , 2.200000 , 3.500000 , 0.590190 , -0.396689 , -0.019931 , 0.444412 , 0.635565 , -0.383391 , 0.001328 , 0.023016}
{ 37.500000 , 2.200000 , 4.500000 , 0.636284 , -0.265276 , -0.010789 , 0.377330 , 0.520943 , -0.383592 , 0.000735 , 0.017655}
{ 37.500000 , 2.200000 , 5.500000 , 0.395573 , 0.082245 , -0.010362 , 0.098187 , 0.063682 , -0.182608 , 0.000425 , 0.013314}
{ 37.500000 , 2.200000 , 6.500000 , -0.134518 , 0.437371 , -0.017787 , -0.271948 , -0.384956 , 0.083026 , 0.000447 , 0.010611}
{ 37.500000 , 2.200000 , 7.500000 , -0.402781 , 0.564496 , -0.021785 , -0.426774 , -0.499732 , 0.166628 , 0.000535 , 0.008841}
{ 37.500000 , 2.200000 , 9.000000 , -0.565605 , 0.636859 , -0.023593 , -0.516042 , -0.514772 , 0.182307 , 0.000606 , 0.007095}
{ 57.500000 , 0.200000 , 0.505000 , 0.154289 , -0.627123 , 0.088768 , 0.380802 , -0.308180 , 0.599977 , 0.005061 , 0.112308}
{ 57.500000 , 0.200000 , 1.500000 , 0.238380 , -0.777789 , 0.042141 , 0.548082 , -0.237292 , 0.616189 , 0.003241 , 0.287807}
{ 57.500000 , 0.200000 , 2.500000 , 0.455254 , -0.951291 , -0.048218 , 0.797846 , -0.012791 , 0.480385 , 0.001729 , 0.378758}
{ 57.500000 , 0.200000 , 3.500000 , 0.640189 , -0.788470 , -0.088802 , 0.757195 , 0.253352 , 0.096753 , 0.001097 , 0.402621}
