Name,hermes.d.vmsub.zxpt.pi+
Comment,HERMES deutron-to-pi+ (zxpt-3D) vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.vmsub.zxpt.pi+.17,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2854939,0.25,0.3,0.4162685,0.35,0.45,2.942678,0.05119835,0.3388365,0.09397240182756295,0.03448902833574212,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.18,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2887204,0.25,0.3,0.5462692,0.45,0.6,2.199857,0.0328864,0.1831297,0.07025092312756515,0.02299268555716143,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.19,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.2973627,0.25,0.3,0.7424863,0.6,0.8,1.034647,0.02064319,0.05870686,0.03304074167601163,0.01724451416787106,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.20,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3021026,0.3,0.375,1.024651,0.8,1.2,0.2180056,0.008637716,0.01226922,0.006961859178564205,0.005748171389290355,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.21,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3359652,0.3,0.375,0.1008722,0.0,0.15,0.668954,0.02605571,0.04825502,0.021362586763538367,0.015328457038107611,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.22,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3414715,0.3,0.375,0.207733,0.15,0.25,1.556176,0.03597395,0.1923145,0.04969541226950744,0.022992685557161417,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.23,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3439369,0.3,0.375,0.3103966,0.25,0.35,1.775615,0.03600237,0.265411,0.05670304609306495,0.02299268555716142,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.24,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.34708,0.3,0.375,0.4140658,0.35,0.45,1.943873,0.03540718,0.2939313,0.062076249816578735,0.022992685557161406,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.25,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3484627,0.3,0.375,0.5404285,0.45,0.6,1.60953,0.02282856,0.1956647,0.051399235632820645,0.015328457038107611,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.26,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3536769,0.3,0.375,0.7214899,0.6,0.8,0.8135826,0.01368696,0.03014415,0.025981201819265793,0.011496342778580703,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.27,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.3605508,0.3,0.375,0.995866,0.8,1.2,0.1992966,0.005213436,0.008056448,0.006364400107000182,0.005748171389290355,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.28,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4252024,0.375,0.475,0.104036,0.0,0.15,0.3749757,0.01770867,0.043296,0.011974591564544846,0.011496342778580712,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.29,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4251895,0.375,0.475,0.2056777,0.15,0.25,0.778755,0.02388196,0.126397,0.024869006321868645,0.01724451416787107,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.30,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4289906,0.375,0.475,0.3087638,0.25,0.35,0.9939872,0.0230999,0.1864871,0.03174229887532859,0.01724451416787107,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.31,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4298802,0.375,0.475,0.4100146,0.35,0.45,1.120654,0.02355963,0.2123095,0.035787316178550875,0.01724451416787106,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.32,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4312419,0.375,0.475,0.5334893,0.45,0.6,0.9285351,0.01624438,0.1505201,0.029652130993671866,0.011496342778580715,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.33,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4332004,0.375,0.475,0.7085244,0.6,0.8,0.5526811,0.009685521,0.03760154,0.01764949152156624,0.00862225708393553,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.34,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.4400492,0.375,0.475,0.9665702,0.8,1.2,0.171315,0.003809941,0.01174624,0.005470826919931079,0.0043111285419677675,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.35,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5341099,0.475,0.6,0.1028912,0.0,0.15,0.1361677,0.009121035,0.01919456,0.004348422022502987,0.009197074222864568,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.36,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5348628,0.475,0.6,0.2064932,0.15,0.25,0.3699081,0.01472224,0.06982934,0.011812761237373012,0.013795611334296852,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.37,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5369749,0.475,0.6,0.3048847,0.25,0.35,0.493521,0.01455901,0.09325092,0.0157602543405499,0.013795611334296853,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.38,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5391858,0.475,0.6,0.4060098,0.35,0.45,0.5651555,0.0144918,0.1084987,0.018047852922085685,0.013795611334296846,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.39,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5414914,0.475,0.6,0.5311465,0.45,0.6,0.5057751,0.01069428,0.09526136,0.016151580611801847,0.009197074222864568,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.40,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5415266,0.475,0.6,0.7024082,0.6,0.8,0.3378932,0.007121245,0.03289643,0.010790387383601297,0.006897805667148423,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.41,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5447605,0.475,0.6,0.9563616,0.8,1.2,0.1162167,0.002659306,0.01092913,0.003711300533552545,0.0034489028335742133,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.42,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.69273,0.6,0.8,0.1009989,0.0,0.15,0.05456164,0.003886206,0.007112834,0.0017423885176872332,0.005748171389290352,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.43,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6961966,0.6,0.8,0.2052945,0.15,0.25,0.153269,0.00650943,0.02734651,0.004894540298227922,0.00862225708393553,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.44,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6909164,0.6,0.8,0.3035252,0.25,0.35,0.2138847,0.0067743,0.0435698,0.006830261065997624,0.00862225708393553,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.45,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6877514,0.6,0.8,0.4015778,0.35,0.45,0.2267411,0.006851237,0.04691579,0.007240821374280038,0.008622257083935526,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.vmsub.zxpt.pi+.46,1 - 1 - 2011,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6882443,0.6,0.8,0.5260225,0.45,0.6,0.1918787,0.004927928,0.03471485,0.0061275145627725505,0.005748171389290354,True,0.1,0.85,10.0,10000.0,0.938,0.139
