Name,hermes.p.vmsub.zxpt.k+
Comment,HERMES proton-to-k+ (zxpt-3D) vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,334
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.p.vmsub.zxpt.k+.27,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.3459359,0.3,0.375,0.9634789,0.8,1.2,0.04628267,0.003065362,0.01350932,0.0013989933032910688,0.0054948304273133245,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.28,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.4192518,0.375,0.475,0.1006266,0.0,0.15,0.0857535,0.00956236,0.001839659,0.0025920840831734787,0.010989660854626652,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.29,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.4205637,0.375,0.475,0.2033805,0.15,0.25,0.2042309,0.0146629,0.05675622,0.006173318467260163,0.01648449128193998,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.30,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.421952,0.375,0.475,0.3017185,0.25,0.35,0.2176635,0.01506596,0.1069413,0.006579347709864093,0.016484491281939982,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.31,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.4286016,0.375,0.475,0.4043233,0.35,0.45,0.2176821,0.0136395,0.1070011,0.006579909934892191,0.016484491281939972,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.32,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.4286341,0.375,0.475,0.5285306,0.45,0.6,0.2122136,0.01093587,0.1042605,0.006414612753916089,0.010989660854626654,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.33,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.4351368,0.375,0.475,0.7042157,0.6,0.8,0.1428095,0.006650983,0.07018044,0.004316724470441007,0.008242245640969986,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.34,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.4368278,0.375,0.475,0.9705127,0.8,1.2,0.04149408,0.00249873,0.02039541,0.0012542478652641232,0.0041211228204849955,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.35,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.5267717,0.475,0.6,0.1015766,0.0,0.15,0.0423201,0.006366178,0.0110184,0.0012792160973990557,0.00879172868370132,True,0.1,0.85,10.0,10000.0,0.938,0.494
hermes.p.vmsub.zxpt.k+.36,1 - 1 - 2002,52.657444,1.117911892771519,1.0,4.47213595499958,0.03758844,0.023,0.047,0.532855,0.475,0.6,0.2044313,0.15,0.25,0.08328115,0.009826823,0.002783679,0.002517351983806876,0.013187593025551978,True,0.1,0.85,10.0,10000.0,0.938,0.494
