Name,hermes.d.no-vmsub.zxpt.pi-
Comment,HERMES deutron-to-pi- (zxpt-3D) no-vmsub. thFactor contains DIS normalization
Reference,1212.5407
Process type,SIDIS
Number of points,335
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<x>,xMin,xMax,<z>,zMin,zMax,<pT>[GeV],pTMin[GeV],pTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,yMin,yMax,W2min[GeV^2],W2max[GeV^2],TargetMass[GeV],ProductMass[GeV]
hermes.d.no-vmsub.zxpt.pi-.37,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5381569,0.475,0.6,0.3070614,0.25,0.35,0.522751,0.01685291,0.06963873,0.01669369432461192,0.013795611334296853,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.38,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5390925,0.475,0.6,0.4061281,0.35,0.45,0.6557328,0.01739595,0.06177556,0.020940376817685447,0.013795611334296846,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.39,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5416997,0.475,0.6,0.5290748,0.45,0.6,0.4817425,0.01136845,0.02768307,0.015384116028805989,0.009197074222864568,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.40,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5446066,0.475,0.6,0.7038513,0.6,0.8,0.2888349,0.006963364,0.01978993,0.0092237442508572,0.006897805667148423,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.41,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.5453021,0.475,0.6,0.9576247,0.8,1.2,0.09557931,0.002438437,0.006311766,0.003052259651148106,0.0034489028335742133,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.42,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6985163,0.6,0.8,0.1005371,0.0,0.15,0.09122833,0.005704357,0.004316817,0.0029133140917278464,0.005748171389290352,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.43,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6930747,0.6,0.8,0.2038712,0.15,0.25,0.2051868,0.009904861,0.01156928,0.006552499600469978,0.00862225708393553,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.44,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6970098,0.6,0.8,0.3017617,0.25,0.35,0.3230721,0.01093065,0.03377661,0.010317085729554712,0.00862225708393553,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.45,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6897106,0.6,0.8,0.3998223,0.35,0.45,0.3225346,0.01009869,0.04087472,0.010299921036040058,0.008622257083935526,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.46,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6895352,0.6,0.8,0.5214871,0.45,0.6,0.2480162,0.006539514,0.04000653,0.007920227087756533,0.005748171389290354,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.47,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6860287,0.6,0.8,0.688781,0.6,0.8,0.1347277,0.00402053,0.01974182,0.0043024366110404715,0.004311128541967763,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.48,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.6878937,0.6,0.8,0.9637146,0.8,1.2,0.04684149,0.001484054,0.006836647,0.0014958508271995005,0.0021555642709838825,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.49,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8952616,0.8,1.1,0.0895993,0.0,0.15,0.04665628,0.00288631,0.002100223,0.0014899362729932698,0.0038321142595269028,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.50,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8861309,0.8,1.1,0.2027233,0.15,0.25,0.0883746,0.005033027,0.00482347,0.0028221821832188723,0.005748171389290354,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.51,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8728642,0.8,1.1,0.2959061,0.25,0.35,0.08438935,0.004816466,0.008740957,0.0026949159602806865,0.005748171389290355,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.52,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8771957,0.8,1.1,0.3962515,0.35,0.45,0.0735315,0.005414506,0.009249373,0.0023481779742749445,0.0057481713892903515,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.53,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8642742,0.8,1.1,0.5156239,0.45,0.6,0.04112981,0.003037086,0.006612864,0.0013134522473785162,0.0038321142595269028,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.54,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8684509,0.8,1.1,0.6885287,0.6,0.8,0.02981821,0.002334928,0.004339544,0.0009522240666150547,0.0028740856946451758,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.55,1 - 1 - 2031,52.657444,1.1181542827356161,1.0,4.47213595499958,0.03752505,0.023,0.047,0.8595152,0.8,1.1,0.9640249,0.8,1.2,0.005501813,0.0007129498,0.0008018517,0.00017569662124639857,0.0014370428473225887,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.56,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.1437799,0.1,0.2,0.1047091,0.0,0.15,3.538386,0.04146128,0.4456173,0.08895020542796526,0.006076074065797569,True,0.1,0.85,10.0,10000.0,0.938,0.139
hermes.d.no-vmsub.zxpt.pi-.57,1 - 1 - 2031,52.657444,1.231731301867416,1.0,4.47213595499958,0.06102772,0.047,0.075,0.146232,0.1,0.2,0.2107146,0.15,0.25,7.344836,0.06383198,0.5001858,0.18463917476349803,0.009114111098696353,True,0.1,0.85,10.0,10000.0,0.938,0.139
