Name,CMS13-12y16-norm
Comment,CMS 13TeV 1.2<|y|<1.6 normalized
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-12y16-norm.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,1.5,1.0,2.0,0.049728,0.0014961,0.0008018399066147806,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,2.5,2.0,3.0,0.065013,0.0018308,0.0010483031259802672,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,3.5,3.0,4.0,0.073988,0.002006,0.0011930206525622262,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,4.5,4.0,5.0,0.076487,0.0019627,0.0012333158167882224,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,5.5,5.0,6.0,0.074563,0.0018104,0.0012022922489727695,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,6.5,6.0,7.0,0.070182,0.0016397,0.0011316507465821775,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,7.5,7.0,8.0,0.065051,0.0014762,0.001048915857569138,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,8.5,8.0,9.0,0.060363,0.0013526,0.0009733241289210907,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,9.5,9.0,10.0,0.055968,0.0012312,0.0009024568833135464,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,10.5,10.0,11.0,0.051503,0.0010837,0.0008304609216212404,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,11.5,11.0,12.0,0.047297,0.00095385,0.000762641209442553,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,12.5,12.0,13.0,0.043749,0.0008608,0.0007054314284606265,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,13.5,13.0,14.0,0.040487,0.00078331,0.0006528332589107267,2.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,15.0,14.0,16.0,0.036266,0.00068533,0.0005847716789995904,1.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,17.0,16.0,18.0,0.030297,0.00054944,0.0004885244460004024,1.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,19.0,18.0,20.0,0.027244,0.00046601,0.0004392963001892914,1.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,21.0,20.0,22.0,0.023021,0.00037307,0.00037120247124716185,1.0,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,23.5,22.0,25.0,0.019785,0.00031526,0.0003190235391001736,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,26.5,25.0,28.0,0.015833,0.0002471,0.00025529945385762185,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,30.0,28.0,32.0,0.013048,0.00019292,0.00021039267819959897,0.5,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,34.5,32.0,37.0,0.010265,0.00013564,0.00016551815157256922,0.4,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,40.0,37.0,43.0,0.0075183,8.3684e-05,0.00012122894485806597,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,47.5,43.0,52.0,0.0052601,5.4304e-05,8.48165639636504e-05,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,58.5,52.0,65.0,0.0030626,3.2462e-05,4.938294115987828e-05,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,75.0,65.0,85.0,0.0015933,1.7766e-05,2.569119054072816e-05,0.1,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,102.5,85.0,120.0,0.00069963,8.7514e-06,1.1281194776884228e-05,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,140.0,120.0,160.0,0.00026113,4.0597e-06,4.2105947316264e-06,0.05,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,175.0,160.0,190.0,0.00011099,2.2168e-06,1.7896599749673121e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,205.0,190.0,220.0,6.241e-05,1.5533e-06,1.006331012142625e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,235.0,220.0,250.0,3.4162e-05,1.0257e-06,5.508456983947501e-07,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,275.0,250.0,300.0,1.7026e-05,5.8419e-07,2.745360008450622e-07,0.04,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.31,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,350.0,300.0,400.0,5.85e-06,2.2262e-07,9.432841565509302e-08,0.02,True,25.0,25.0,-2.4,2.4
CMS13-12y16-norm.32,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.4,1.2,1.6,950.0,400.0,1500.0,2.0433e-07,8.7527e-09,3.2947222514196854e-09,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
