Name,A8-04y08-norm
Comment,ATLAS 8TeV 0.4<|y|<0.8 normalized to 1/sigma
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-04y08-norm.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,1.0,0.0,2.0,0.0269,8.07e-05,5.38e-05,0.0002152,1.0,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,3.0,2.0,4.0,0.05575,0.00011150000000000001,5.575000000000001e-05,0.00016725,1.0,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,5.0,4.0,6.0,0.05642,0.00011284,5.642e-05,0.00016926,1.0,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,7.0,6.0,8.0,0.04922,0.00014766,4.9220000000000006e-05,0.00019688000000000003,1.0,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,9.0,8.0,10.0,0.04071,0.00012213,4.071000000000001e-05,0.00016284000000000003,1.0,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,11.5,10.0,13.0,0.03256,6.512e-05,3.256e-05,6.512e-05,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,14.5,13.0,16.0,0.02501,7.503e-05,2.5010000000000003e-05,5.0020000000000006e-05,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,18.0,16.0,20.0,0.01894,5.6819999999999995e-05,1.894e-05,3.788e-05,0.5,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,22.5,20.0,25.0,0.01359,4.077e-05,1.359e-05,2.718e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,27.5,25.0,30.0,0.009719,2.9157e-05,9.719e-06,1.9438e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,33.5,30.0,37.0,0.006763,2.0289e-05,6.763e-06,1.3526e-05,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,41.0,37.0,45.0,0.004589,1.3767e-05,4.5890000000000004e-06,1.3767e-05,0.25,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,50.0,45.0,55.0,0.002984,1.1936000000000002e-05,2.9840000000000006e-06,8.952e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,60.0,55.0,65.0,0.001926,7.704e-06,3.852e-06,7.704e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,70.0,65.0,75.0,0.001283,7.698e-06,2.5660000000000005e-06,6.415e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,80.0,75.0,85.0,0.0008633,6.0431e-06,2.5899e-06,4.3165e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,95.0,85.0,105.0,0.0004858,2.9148e-06,9.716e-07,2.429e-06,0.1,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,127.5,105.0,150.0,0.0001874,1.1244e-06,3.748e-07,9.37e-07,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,175.0,150.0,200.0,5.303e-05,5.833300000000001e-07,2.1212000000000002e-07,3.7121e-07,0.04,True,20.0,20.0,-2.4,2.4
A8-04y08-norm.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.6000000000000001,0.4,0.8,550.0,200.0,900.0,2.145e-06,3.002999999999999e-08,8.58e-09,2.1449999999999997e-08,0.002857142857142857,True,20.0,20.0,-2.4,2.4
