Name,A7-00y10
Comment,ATLAS 7TeV 0.0<|y|<1.0
Reference,arXiv:1406.3660
Process type,DY
Number of points,26
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.0
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A7-00y10.0,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,1.0,0.0,2.0,0.02861,0.000105857,9.727400000000002e-05,0.000102996,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.1,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,3.0,2.0,4.0,0.05874,0.000135102,0.000182094,0.000199716,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.2,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,5.0,4.0,6.0,0.05834,0.000134182,0.000134182,0.00020418999999999998,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.3,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,7.0,6.0,8.0,0.04972,0.00012927200000000002,0.00010938400000000001,0.00016904800000000004,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.4,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,9.0,8.0,10.0,0.04106,0.00011496800000000001,9.8544e-05,0.00013960400000000001,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.5,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,11.0,10.0,12.0,0.03385,0.000104935,8.801e-05,0.00011847499999999999,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.6,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,13.0,12.0,14.0,0.02819,9.8665e-05,7.611300000000001e-05,9.584600000000002e-05,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.7,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,15.0,14.0,16.0,0.02375,8.7875e-05,6.4125e-05,8.3125e-05,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.8,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,17.0,16.0,18.0,0.01997,8.3874e-05,5.7913000000000006e-05,6.989500000000001e-05,1.0,True,20.0,20.0,-2.4,2.4
A7-00y10.9,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,20.0,18.0,22.0,0.01587,5.554499999999999e-05,4.2848999999999996e-05,5.3958e-05,0.5,True,20.0,20.0,-2.4,2.4
