Name,A7-00y10
Comment,ATLAS 7TeV 0.0<|y|<1.0
Reference,arXiv:1406.3660
Process type,DY
Number of points,26
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.0
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A7-00y10.10,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,24.0,22.0,26.0,0.01187,4.866699999999999e-05,3.4423e-05,4.1544999999999996e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.11,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,28.0,26.0,30.0,0.009065,4.169900000000001e-05,2.8101500000000002e-05,3.1727500000000004e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.12,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,32.0,30.0,34.0,0.007143,3.78579e-05,2.50005e-05,2.50005e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.13,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,36.0,34.0,38.0,0.005707,3.36713e-05,2.16866e-05,1.9403800000000002e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.14,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,40.0,38.0,42.0,0.004559,3.0089399999999997e-05,2.0059599999999997e-05,1.59565e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.15,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,44.0,42.0,46.0,0.003757,2.74261e-05,1.76579e-05,1.31495e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.16,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,48.0,46.0,50.0,0.00315,2.4885e-05,1.512e-05,1.197e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.17,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,52.0,50.0,54.0,0.002584,2.27392e-05,1.34368e-05,9.3024e-06,0.5,True,20.0,20.0,-2.4,2.4
A7-00y10.18,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,57.0,54.0,60.0,0.002052,1.6621200000000003e-05,9.8496e-06,7.5923999999999995e-06,0.3333333333333333,True,20.0,20.0,-2.4,2.4
A7-00y10.19,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,65.0,60.0,70.0,0.001466,1.07018e-05,6.7436e-06,5.7174000000000005e-06,0.2,True,20.0,20.0,-2.4,2.4
A7-00y10.20,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,75.0,70.0,80.0,0.0009646,8.87432e-06,5.305300000000001e-06,4.14778e-06,0.2,True,20.0,20.0,-2.4,2.4
A7-00y10.21,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,90.0,80.0,100.0,0.0005458,4.5301399999999995e-06,2.89274e-06,2.56526e-06,0.1,True,20.0,20.0,-2.4,2.4
A7-00y10.22,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,125.0,100.0,150.0,0.0001874,1.5554199999999999e-06,1.01196e-06,1.0681799999999999e-06,0.04,True,20.0,20.0,-2.4,2.4
A7-00y10.23,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,175.0,150.0,200.0,4.826e-05,8.059420000000001e-07,3.57124e-07,2.4612600000000004e-07,0.04,True,20.0,20.0,-2.4,2.4
A7-00y10.24,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,250.0,200.0,300.0,1.126e-05,2.67988e-07,1.5764e-07,1.61018e-07,0.02,True,20.0,20.0,-2.4,2.4
A7-00y10.25,1 - 1 - 5,49000000.0,91.0,66.0,116.0,0.5,0.0,1.0,550.0,300.0,800.0,4.783e-07,2.401066e-08,9.566000000000001e-09,7.174500000000001e-09,0.004,True,20.0,20.0,-2.4,2.4
