Name,A7-20y24
Comment,ATLAS 7TeV 2.0<|y|<2.4
Reference,arXiv:1406.3660
Process type,DY
Number of points,26
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.0
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A7-20y24.0,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,1.0,0.0,2.0,0.0271,0.0003523,0.000271,0.0001355,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.1,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,3.0,2.0,4.0,0.0568,0.00045440000000000004,0.0003976,0.00022720000000000002,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.2,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,5.0,4.0,6.0,0.0564,0.00045119999999999996,0.00028199999999999997,0.00028199999999999997,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.3,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,7.0,6.0,8.0,0.0471,0.00037680000000000005,0.0002826,0.0002355,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.4,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,9.0,8.0,10.0,0.0395,0.0003555,0.000237,0.00015800000000000002,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.5,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,11.0,10.0,12.0,0.0322,0.000322,0.0002254,0.00012880000000000001,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.6,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,13.0,12.0,14.0,0.0266,0.00029259999999999996,0.00018619999999999997,0.00010639999999999998,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.7,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,15.0,14.0,16.0,0.0227,0.0002951,0.0001589,0.00011350000000000001,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.8,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,17.0,16.0,18.0,0.0199,0.0002786,0.00015920000000000002,9.95e-05,1.0,True,20.0,20.0,-2.4,2.4
A7-20y24.9,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,20.0,18.0,22.0,0.016,0.000192,9.6e-05,8e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.10,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,24.0,22.0,26.0,0.0123,0.0001722,9.84e-05,7.38e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.11,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,28.0,26.0,30.0,0.00968,0.00016455999999999998,7.744e-05,5.807999999999999e-05,0.5,True,20.0,20.0,-2.4,2.4
