Name,A7-20y24
Comment,ATLAS 7TeV 2.0<|y|<2.4
Reference,arXiv:1406.3660
Process type,DY
Number of points,26
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.0
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A7-20y24.12,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,32.0,30.0,34.0,0.00782,0.00014076,7.038e-05,3.91e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.13,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,36.0,34.0,38.0,0.00634,0.0001268,6.34e-05,3.17e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.14,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,40.0,38.0,42.0,0.00509,0.00011198000000000001,6.107999999999999e-05,2.036e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.15,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,44.0,42.0,46.0,0.00438,0.00010512,5.256e-05,1.752e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.16,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,48.0,46.0,50.0,0.00357,9.282000000000001e-05,4.998e-05,1.428e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.17,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,52.0,50.0,54.0,0.003,8.7e-05,4.5e-05,1.8e-05,0.5,True,20.0,20.0,-2.4,2.4
A7-20y24.18,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,57.0,54.0,60.0,0.00266,7.182e-05,3.458e-05,1.064e-05,0.3333333333333333,True,20.0,20.0,-2.4,2.4
A7-20y24.19,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,65.0,60.0,70.0,0.00182,4.5499999999999995e-05,2.366e-05,7.28e-06,0.2,True,20.0,20.0,-2.4,2.4
A7-20y24.20,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,75.0,70.0,80.0,0.00114,3.7619999999999996e-05,1.8239999999999998e-05,7.98e-06,0.2,True,20.0,20.0,-2.4,2.4
A7-20y24.21,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,90.0,80.0,100.0,0.000596,1.8476e-05,8.343999999999998e-06,4.768e-06,0.1,True,20.0,20.0,-2.4,2.4
A7-20y24.22,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,125.0,100.0,150.0,0.000198,6.533999999999999e-06,2.9699999999999995e-06,4.158e-06,0.04,True,20.0,20.0,-2.4,2.4
A7-20y24.23,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,175.0,150.0,200.0,5.08e-05,3.4036000000000003e-06,1.4224000000000001e-06,1.1176000000000001e-06,0.04,True,20.0,20.0,-2.4,2.4
A7-20y24.24,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,250.0,200.0,300.0,9.09e-06,9.9081e-07,3.9996000000000004e-07,7.272e-08,0.02,True,20.0,20.0,-2.4,2.4
A7-20y24.25,1 - 1 - 5,49000000.0,91.0,66.0,116.0,2.2,2.0,2.4,550.0,300.0,800.0,1.47e-07,4.998e-08,2.3226000000000002e-08,1.323e-09,0.004,True,20.0,20.0,-2.4,2.4
