Name,CMS13-04y08
Comment,CMS 13TeV 0.4<|y|<0.8 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-04y08.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,1.5,1.0,2.0,5.4329,0.18872,0.08760288024146239,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,2.5,2.0,3.0,7.1818,0.23094,0.11580304539346105,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,3.5,3.0,4.0,8.0824,0.24708,0.13032478404969638,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,4.5,4.0,5.0,8.3632,0.24543,0.13485254800114088,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,5.5,5.0,6.0,8.0324,0.23093,0.12951855827486655,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,6.5,6.0,7.0,7.4913,0.21236,0.12079358293965785,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,7.5,7.0,8.0,7.0534,0.19553,0.11373265760369798,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,8.5,8.0,9.0,6.5501,0.17904,0.10561718895426066,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,9.5,9.0,10.0,6.0142,0.16356,0.09697606109963428,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,10.5,10.0,11.0,5.4894,0.14839,0.08851391536702011,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,11.5,11.0,12.0,5.0296,0.1353,0.08109986314168477,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,12.5,12.0,13.0,4.7821,0.12886,0.07710904555627698,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,13.5,13.0,14.0,4.4376,0.11979,0.07155414996769928,2.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,15.0,14.0,16.0,3.812,0.10239,0.06146665307302814,1.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,17.0,16.0,18.0,3.3401,0.089127,0.05385749421018397,1.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,19.0,18.0,20.0,2.8572,0.076162,0.04607096567687723,1.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,21.0,20.0,22.0,2.4325,0.064847,0.03922288394547244,1.0,True,25.0,25.0,-2.4,2.4
CMS13-04y08.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,23.5,22.0,25.0,2.1134,0.056271,0.03407755105050831,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-04y08.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,26.5,25.0,28.0,1.7318,0.046186,0.027924435937006855,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-04y08.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,30.0,28.0,32.0,1.4242,0.038213,0.022964534970253588,0.5,True,25.0,25.0,-2.4,2.4
CMS13-04y08.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,34.5,32.0,37.0,1.0884,0.029488,0.017549922666496284,0.4,True,25.0,25.0,-2.4,2.4
CMS13-04y08.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,40.0,37.0,43.0,0.81333,0.022254,0.01311455218884732,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-04y08.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,47.5,43.0,52.0,0.5727,0.015846,0.009234510024901159,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-04y08.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,58.5,52.0,65.0,0.34516,0.0096627,0.005565537768805455,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-04y08.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,75.0,65.0,85.0,0.17958,0.005093,0.002895640492878907,0.1,True,25.0,25.0,-2.4,2.4
CMS13-04y08.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,102.5,85.0,120.0,0.076842,0.0022411,0.0012390400197895143,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-04y08.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,140.0,120.0,160.0,0.028133,0.00086258,0.00045363099446576614,0.05,True,25.0,25.0,-2.4,2.4
CMS13-04y08.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,175.0,160.0,190.0,0.012121,0.00039632,0.00019544525233425344,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-04y08.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,205.0,190.0,220.0,0.0066086,0.00023251,0.00010656047311081159,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-04y08.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,235.0,220.0,250.0,0.0037708,0.00014158,6.080232303456834e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-04y08.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,275.0,250.0,300.0,0.0019151,7.5771e-05,3.0880059627533104e-05,0.04,True,25.0,25.0,-2.4,2.4
