Name,A8-20y24-norm
Comment,ATLAS 8TeV 2.0<|y|<2.4 normalized to 1/sigma
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-20y24-norm.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,1.0,0.0,2.0,0.02676,0.00021408,0.00010704,0.0004014,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,3.0,2.0,4.0,0.05429,0.00027145,0.00016287,0.00048861,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,5.0,4.0,6.0,0.05338,0.00032028,0.00016014,0.00032028,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,7.0,6.0,8.0,0.04567,0.00027402000000000004,0.00013701000000000002,0.00031969,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,9.0,8.0,10.0,0.03867,0.00023202,0.00011601,0.00023202,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,11.5,10.0,13.0,0.031,0.000186,9.3e-05,0.000155,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,14.5,13.0,16.0,0.02401,0.00016807,7.203e-05,0.00012005,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,18.0,16.0,20.0,0.01877,0.00011261999999999999,5.6309999999999994e-05,7.507999999999999e-05,0.5,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,22.5,20.0,25.0,0.01386,9.702e-05,4.158e-05,6.93e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,27.5,25.0,30.0,0.01019,8.152e-05,4.076e-05,6.114e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,33.5,30.0,37.0,0.007377,5.163899999999999e-05,2.2131e-05,3.6885e-05,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,41.0,37.0,45.0,0.005226,4.1808000000000004e-05,1.5677999999999998e-05,2.613e-05,0.25,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,50.0,45.0,55.0,0.003517,2.8136000000000003e-05,1.0551000000000001e-05,2.1102000000000002e-05,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,60.0,55.0,65.0,0.002368,2.368e-05,9.472e-06,1.4208e-05,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,70.0,65.0,75.0,0.001538,1.9994000000000002e-05,9.228e-06,1.5380000000000002e-05,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,80.0,75.0,85.0,0.001021,1.6336e-05,6.126e-06,1.1231000000000001e-05,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,95.0,85.0,105.0,0.0005546,7.764400000000001e-06,2.7730000000000004e-06,5.546000000000001e-06,0.1,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,127.5,105.0,150.0,0.0002005,2.8069999999999996e-06,1.0025e-06,1.8044999999999998e-06,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,175.0,150.0,200.0,5.744e-05,1.49344e-06,5.744e-07,8.615999999999999e-07,0.04,True,20.0,20.0,-2.4,2.4
A8-20y24-norm.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,550.0,200.0,900.0,1.765e-06,6.706999999999999e-08,2.118e-08,3.8830000000000004e-08,0.002857142857142857,True,20.0,20.0,-2.4,2.4
