Name,A8-12y16-norm
Comment,ATLAS 8TeV 1.2<|y|<1.6 normalized to 1/sigma
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-12y16-norm.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,1.0,0.0,2.0,0.02658,0.00010632000000000001,5.3160000000000006e-05,0.00018606,1.0,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,3.0,2.0,4.0,0.05536,0.00016608,5.5360000000000005e-05,0.00022144000000000002,1.0,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,5.0,4.0,6.0,0.05529,0.00016586999999999998,0.00011057999999999999,0.00022115999999999998,1.0,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,7.0,6.0,8.0,0.04816,0.00014448,4.816e-05,0.0002408,1.0,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,9.0,8.0,10.0,0.04066,0.00012198,8.132000000000001e-05,0.0002033,1.0,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,11.5,10.0,13.0,0.0327,9.809999999999999e-05,3.27e-05,9.809999999999999e-05,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,14.5,13.0,16.0,0.02534,7.602000000000001e-05,2.5340000000000005e-05,5.068000000000001e-05,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,18.0,16.0,20.0,0.01917,5.7509999999999997e-05,1.917e-05,3.834e-05,0.5,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,22.5,20.0,25.0,0.01374,4.122e-05,1.374e-05,2.748e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,27.5,25.0,30.0,0.009915,3.966e-05,9.915e-06,2.9744999999999997e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,33.5,30.0,37.0,0.006918,2.7672000000000002e-05,6.9180000000000005e-06,1.3836000000000001e-05,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,41.0,37.0,45.0,0.004606,1.8424e-05,9.212e-06,1.3817999999999999e-05,0.25,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,50.0,45.0,55.0,0.002978,1.1912000000000002e-05,5.956000000000001e-06,8.934000000000001e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,60.0,55.0,65.0,0.001939,9.695e-06,3.878e-06,7.756e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,70.0,65.0,75.0,0.001284,8.988e-06,3.852e-06,6.4199999999999995e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,80.0,75.0,85.0,0.0008786,7.0288e-06,2.6358e-06,4.393e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,95.0,85.0,105.0,0.0004959,3.4712999999999993e-06,1.4876999999999997e-06,2.4794999999999997e-06,0.1,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,127.5,105.0,150.0,0.0001936,1.3551999999999997e-06,3.8719999999999997e-07,9.679999999999999e-07,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,175.0,150.0,200.0,5.363e-05,6.9719e-07,2.1452e-07,3.7540999999999995e-07,0.04,True,20.0,20.0,-2.4,2.4
A8-12y16-norm.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.4,1.2,1.6,550.0,200.0,900.0,2.099e-06,3.5683e-08,1.0495e-08,2.3089000000000002e-08,0.002857142857142857,True,20.0,20.0,-2.4,2.4
