Name,A8-16y20
Comment,ATLAS 8TeV 1.6<|y|<2.0
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.028
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-16y20.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,1.0,0.0,2.0,1.639,0.008195000000000001,0.004917,0.016390000000000002,1.0,True,20.0,20.0,-2.4,2.4
A8-16y20.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,3.0,2.0,4.0,3.394,0.010181999999999998,0.006788,0.027152,1.0,True,20.0,20.0,-2.4,2.4
A8-16y20.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,5.0,4.0,6.0,3.417,0.010251,0.006834,0.017085,1.0,True,20.0,20.0,-2.4,2.4
A8-16y20.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,7.0,6.0,8.0,2.942,0.008826,0.005884,0.020594,1.0,True,20.0,20.0,-2.4,2.4
A8-16y20.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,9.0,8.0,10.0,2.472,0.009888000000000001,0.0049440000000000005,0.01236,1.0,True,20.0,20.0,-2.4,2.4
A8-16y20.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,11.5,10.0,13.0,2.001,0.006003,0.004002,0.010005,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-16y20.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,14.5,13.0,16.0,1.568,0.006272,0.003136,0.00784,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-16y20.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,18.0,16.0,20.0,1.205,0.0048200000000000005,0.0024100000000000002,0.006025,0.5,True,20.0,20.0,-2.4,2.4
A8-16y20.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,22.5,20.0,25.0,0.8833,0.0035332000000000002,0.0017666000000000001,0.0052998,0.4,True,20.0,20.0,-2.4,2.4
A8-16y20.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,27.5,25.0,30.0,0.6456,0.003228,0.0012912000000000002,0.003228,0.4,True,20.0,20.0,-2.4,2.4
A8-16y20.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,33.5,30.0,37.0,0.4657,0.0018628,0.0009314,0.0023285,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-16y20.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,41.0,37.0,45.0,0.3144,0.001572,0.0006288000000000001,0.0018863999999999999,0.25,True,20.0,20.0,-2.4,2.4
A8-16y20.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,50.0,45.0,55.0,0.2041,0.0010205,0.0004082,0.0014286999999999998,0.2,True,20.0,20.0,-2.4,2.4
A8-16y20.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,60.0,55.0,65.0,0.1293,0.0009050999999999998,0.00038789999999999994,0.0010344,0.2,True,20.0,20.0,-2.4,2.4
A8-16y20.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,70.0,65.0,75.0,0.08496,0.00067968,0.00033984,0.0007646399999999999,0.2,True,20.0,20.0,-2.4,2.4
A8-16y20.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,80.0,75.0,85.0,0.0577,0.000577,0.00023080000000000003,0.0005193000000000001,0.2,True,20.0,20.0,-2.4,2.4
A8-16y20.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,95.0,85.0,105.0,0.03329,0.00026632,0.00013316,0.00026632,0.1,True,20.0,20.0,-2.4,2.4
A8-16y20.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,127.5,105.0,150.0,0.01295,0.00010360000000000001,3.885e-05,9.065e-05,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-16y20.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,175.0,150.0,200.0,0.003786,5.6790000000000003e-05,1.893e-05,3.786e-05,0.04,True,20.0,20.0,-2.4,2.4
A8-16y20.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.8,1.6,2.0,550.0,200.0,900.0,0.00013,2.7299999999999997e-06,9.099999999999999e-07,1.8199999999999997e-06,0.002857142857142857,True,20.0,20.0,-2.4,2.4
