Name,A8-00y04
Comment,ATLAS 8TeV 0.0<|y|<0.4
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.028
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-00y04.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,1.0,0.0,2.0,3.257,0.009771,0.006514000000000001,0.029313000000000002,1.0,True,20.0,20.0,-2.4,2.4
A8-00y04.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,3.0,2.0,4.0,6.708,0.013416,0.006708,0.040248,1.0,True,20.0,20.0,-2.4,2.4
A8-00y04.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,5.0,4.0,6.0,6.714,0.013428000000000002,0.006714000000000001,0.040284,1.0,True,20.0,20.0,-2.4,2.4
A8-00y04.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,7.0,6.0,8.0,5.886,0.011772000000000001,0.005886000000000001,0.035316,1.0,True,20.0,20.0,-2.4,2.4
A8-00y04.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,9.0,8.0,10.0,4.926,0.014778,0.004926,0.029556,1.0,True,20.0,20.0,-2.4,2.4
A8-00y04.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,11.5,10.0,13.0,3.919,0.007838000000000001,0.003919000000000001,0.023514,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-00y04.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,14.5,13.0,16.0,3.019,0.009057,0.0030190000000000004,0.018114,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-00y04.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,18.0,16.0,20.0,2.28,0.00456,0.00228,0.013679999999999998,0.5,True,20.0,20.0,-2.4,2.4
A8-00y04.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,22.5,20.0,25.0,1.645,0.00329,0.001645,0.009869999999999999,0.4,True,20.0,20.0,-2.4,2.4
A8-00y04.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,27.5,25.0,30.0,1.172,0.0035159999999999996,0.001172,0.007031999999999999,0.4,True,20.0,20.0,-2.4,2.4
A8-00y04.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,33.5,30.0,37.0,0.8242,0.0024726,0.0008242000000000002,0.0057694,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-00y04.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,41.0,37.0,45.0,0.5552,0.0016656000000000002,0.0005552,0.0038864,0.25,True,20.0,20.0,-2.4,2.4
A8-00y04.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,50.0,45.0,55.0,0.3656,0.0010968,0.0007312,0.0029248,0.2,True,20.0,20.0,-2.4,2.4
A8-00y04.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,60.0,55.0,65.0,0.2329,0.0009316,0.0004658,0.0018632,0.2,True,20.0,20.0,-2.4,2.4
A8-00y04.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,70.0,65.0,75.0,0.1552,0.000776,0.0004656,0.0012416,0.2,True,20.0,20.0,-2.4,2.4
A8-00y04.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,80.0,75.0,85.0,0.1033,0.0007231,0.0003099,0.0008264000000000001,0.2,True,20.0,20.0,-2.4,2.4
A8-00y04.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,95.0,85.0,105.0,0.05938,0.00035628,0.00011876000000000001,0.00047504000000000003,0.1,True,20.0,20.0,-2.4,2.4
A8-00y04.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,127.5,105.0,150.0,0.02271,0.00013626,4.542000000000001e-05,0.00015897,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-00y04.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,175.0,150.0,200.0,0.006508,7.158799999999999e-05,2.6031999999999997e-05,5.2063999999999995e-05,0.04,True,20.0,20.0,-2.4,2.4
A8-00y04.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,0.2,0.0,0.4,550.0,200.0,900.0,0.0002753,3.8542e-06,1.1012000000000001e-06,2.753e-06,0.002857142857142857,True,20.0,20.0,-2.4,2.4
