Name,CMS13-04y08-norm
Comment,CMS 13TeV 0.4<|y|<0.8 normalized
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-04y08-norm.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,30.0,28.0,32.0,0.013186,0.00014545,0.00021261786133812933,0.5,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,34.5,32.0,37.0,0.010077,0.00010906,0.00016248674265920897,0.4,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,40.0,37.0,43.0,0.00753,7.9379e-05,0.00012141760168937616,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,47.5,43.0,52.0,0.0053022,5.5931e-05,8.549540606605714e-05,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,58.5,52.0,65.0,0.0031955,3.5347e-05,5.152588926937603e-05,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,75.0,65.0,85.0,0.0016626,1.9581e-05,2.6808619464642337e-05,0.1,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,102.5,85.0,120.0,0.00071142,9.1503e-06,1.1471302814589109e-05,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,140.0,120.0,160.0,0.00026046,3.9073e-06,4.199791306243681e-06,0.05,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,175.0,160.0,190.0,0.00011221,2.0401e-06,1.8093318838731604e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,205.0,190.0,220.0,6.1184e-05,1.3411e-06,9.86562356143797e-07,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,235.0,220.0,250.0,3.4911e-05,8.8138e-07,5.629229605017013e-07,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,275.0,250.0,300.0,1.773e-05,4.9473e-07,2.858876597546666e-07,0.04,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.31,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,350.0,300.0,400.0,6.2854e-06,2.0407e-07,1.013490297023114e-07,0.02,True,25.0,25.0,-2.4,2.4
CMS13-04y08-norm.32,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.6000000000000001,0.4,0.8,950.0,400.0,1500.0,2.4946e-07,1.0027e-08,4.022421635781113e-09,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
