Name,CMS13-08y12-norm
Comment,CMS 13TeV 0.8<|y|<1.2 normalized
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-08y12-norm.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,1.5,1.0,2.0,0.050327,0.0012407,0.0008114984913972421,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,2.5,2.0,3.0,0.067627,0.0015819,0.001090452609488372,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,3.5,3.0,4.0,0.076298,0.001653,0.0012302682833593656,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,4.5,4.0,5.0,0.07739,0.0015504,0.0012478762542816495,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,5.5,5.0,6.0,0.074382,0.0014331,0.0011993737116678855,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,6.5,6.0,7.0,0.070226,0.0013441,0.001132360225264028,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,7.5,7.0,8.0,0.064933,0.0012206,0.0010470131647405394,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,8.5,8.0,9.0,0.060642,0.0011014,0.0009778228687446413,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,9.5,9.0,10.0,0.055493,0.00097115,0.0008947977384526629,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,10.5,10.0,11.0,0.050857,0.00085709,0.0008200444846104387,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,11.5,11.0,12.0,0.046758,0.00076033,0.0007539500955898872,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,12.5,12.0,13.0,0.044107,0.00068751,0.0007112040050084083,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,13.5,13.0,14.0,0.039087,0.00058745,0.0006302589372154907,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,15.0,14.0,16.0,0.035297,0.00052073,0.0005691470234833879,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,17.0,16.0,18.0,0.030428,0.00043992,0.0004906367575304566,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,19.0,18.0,20.0,0.026305,0.00036748,0.0004241553801379867,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,21.0,20.0,22.0,0.022761,0.00030663,0.00036701009721804657,1.0,True,25.0,25.0,-2.4,2.4
