Name,CMS13-08y12-norm
Comment,CMS 13TeV 0.8<|y|<1.2 normalized
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-08y12-norm.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,23.5,22.0,25.0,0.019335,0.00025112,0.00031176750712670495,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,26.5,25.0,28.0,0.015819,0.00019345,0.0002550737106406695,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,30.0,28.0,32.0,0.01305,0.00014695,0.00021042492723059216,0.5,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,34.5,32.0,37.0,0.010042,0.0001057,0.00016192238461682808,0.4,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,40.0,37.0,43.0,0.0075026,7.6945e-05,0.00012097578996476939,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,47.5,43.0,52.0,0.0051898,5.4625e-05,8.368301052423962e-05,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,58.5,52.0,65.0,0.003105,3.4236e-05,5.0066620616933995e-05,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,75.0,65.0,85.0,0.0016419,1.9045e-05,2.6474841993862776e-05,0.1,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,102.5,85.0,120.0,0.00070219,9.2421e-06,1.1322473536555517e-05,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,140.0,120.0,160.0,0.00025891,4.1716e-06,4.174798307223955e-06,0.05,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,175.0,160.0,190.0,0.00010973,2.1152e-06,1.7693430854415996e-06,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,205.0,190.0,220.0,5.917e-05,1.3378e-06,9.540875819336504e-07,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,235.0,220.0,250.0,3.3756e-05,8.7645e-07,5.442991451031317e-07,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,275.0,250.0,300.0,1.7296e-05,4.9354e-07,2.788896200291434e-07,0.04,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.31,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,350.0,300.0,400.0,5.6617e-06,1.8424e-07,9.12921693870838e-08,0.02,True,25.0,25.0,-2.4,2.4
CMS13-08y12-norm.32,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,950.0,400.0,1500.0,2.3526e-07,9.2692e-09,3.7934535157294335e-09,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
