Name,CMS13-16y24
Comment,CMS 13TeV 1.6<|y|<2.4 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-16y24.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,1.5,1.0,2.0,3.9945,0.19236,0.06440937715115712,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,2.5,2.0,3.0,5.1864,0.23482,0.0836281871715512,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,3.5,3.0,4.0,5.9383,0.25817,0.09575221037344256,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,4.5,4.0,5.0,6.1235,0.25606,0.09873847064341233,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,5.5,5.0,6.0,5.9163,0.23994,0.09539747103251742,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,6.5,6.0,7.0,5.5466,0.21823,0.08943623765342547,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,7.5,7.0,8.0,5.1815,0.19624,0.08354917704561787,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,8.5,8.0,9.0,4.8699,0.17823,0.07852477801687822,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,9.5,9.0,10.0,4.5669,0.1629,0.0736390498214093,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,10.5,10.0,11.0,4.2415,0.14928,0.0683921324788166,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,11.5,11.0,12.0,3.8907,0.13711,0.06273565244261033,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,12.5,12.0,13.0,3.5541,0.12652,0.05730814052645575,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,13.5,13.0,14.0,3.2928,0.1165,0.05309480462719493,2.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,15.0,14.0,16.0,3.0766,0.10566,0.049608684376830636,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,17.0,16.0,18.0,2.6188,0.087759,0.042226881182488483,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,19.0,18.0,20.0,2.2688,0.074772,0.0365833007586795,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,21.0,20.0,22.0,2.0884,0.067683,0.03367443816309338,1.0,True,25.0,25.0,-2.4,2.4
CMS13-16y24.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,23.5,22.0,25.0,1.7604,0.056046,0.028385597080209532,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-16y24.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,26.5,25.0,28.0,1.4684,0.046051,0.02367723855520318,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-16y24.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,30.0,28.0,32.0,1.2036,0.037243,0.019407466851704268,0.5,True,25.0,25.0,-2.4,2.4
CMS13-16y24.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,34.5,32.0,37.0,0.95777,0.029072,0.015443577207175804,0.4,True,25.0,25.0,-2.4,2.4
CMS13-16y24.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,40.0,37.0,43.0,0.72679,0.021942,0.011719136617771806,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-16y24.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,47.5,43.0,52.0,0.51193,0.015892,0.008254623218172953,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-16y24.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,58.5,52.0,65.0,0.294,0.0095864,0.004740607555999547,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-16y24.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,75.0,65.0,85.0,0.14481,0.004928,0.0023349910890622257,0.1,True,25.0,25.0,-2.4,2.4
CMS13-16y24.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,102.5,85.0,120.0,0.061848,0.0022038,0.0009972690344335375,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-16y24.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,140.0,120.0,160.0,0.024489,0.00093861,0.00039487325999616637,0.05,True,25.0,25.0,-2.4,2.4
CMS13-16y24.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,175.0,160.0,190.0,0.011064,0.00045884,0.0001784016394543503,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-16y24.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,205.0,190.0,220.0,0.0061593,0.00027678,9.931572829819052e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-16y24.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,235.0,220.0,250.0,0.0034714,0.00016852,5.597464309488717e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-16y24.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,275.0,250.0,300.0,0.0017474,9.0952e-05,2.8175978378753773e-05,0.04,True,25.0,25.0,-2.4,2.4
CMS13-16y24.31,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,350.0,300.0,400.0,0.000559,3.2606e-05,9.013604162597778e-06,0.02,True,25.0,25.0,-2.4,2.4
CMS13-16y24.32,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,2.0,1.6,2.4,950.0,400.0,1500.0,1.408e-05,9.6719e-07,2.2703317819208717e-07,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
