Name,CMS13-00y04
Comment,CMS 13TeV 0.0<|y|<0.4 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-00y04.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,1.5,1.0,2.0,5.4144,0.14453,0.08730457670477533,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,2.5,2.0,3.0,7.1788,0.1893,0.11575467184697126,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,3.5,3.0,4.0,8.201,0.21572,0.13223715158759283,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,4.5,4.0,5.0,8.3718,0.21985,0.1349912188344116,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,5.5,5.0,6.0,8.0368,0.21082,0.12958950614305156,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,6.5,6.0,7.0,7.5933,0.19929,0.12243828352031076,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,7.5,7.0,8.0,7.0989,0.18652,0.11446632305879316,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,8.5,8.0,9.0,6.6078,0.17373,0.10654757349841432,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,9.5,9.0,10.0,6.0727,0.15944,0.0979193452561852,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,10.5,10.0,11.0,5.53,0.14483,0.08916857069618196,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,11.5,11.0,12.0,5.0928,0.13322,0.08211893252106972,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,12.5,12.0,13.0,4.7779,0.12508,0.07704132259119127,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,13.5,13.0,14.0,4.4556,0.11687,0.07184439124663802,2.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,15.0,14.0,16.0,3.8433,0.10094,0.061971350408071633,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,17.0,16.0,18.0,3.3558,0.088165,0.05411064910348055,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,19.0,18.0,20.0,2.8672,0.075355,0.0462322108318432,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,21.0,20.0,22.0,2.5168,0.066161,0.04058218060183558,1.0,True,25.0,25.0,-2.4,2.4
CMS13-00y04.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,23.5,22.0,25.0,2.1137,0.055547,0.03408238840515729,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-00y04.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,26.5,25.0,28.0,1.7605,0.046424,0.028387209531759192,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-00y04.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,30.0,28.0,32.0,1.3987,0.037227,0.022553359825090363,0.5,True,25.0,25.0,-2.4,2.4
CMS13-00y04.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,34.5,32.0,37.0,1.1064,0.029738,0.01784016394543503,0.4,True,25.0,25.0,-2.4,2.4
CMS13-00y04.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,40.0,37.0,43.0,0.83334,0.022541,0.013437203743934227,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-00y04.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,47.5,43.0,52.0,0.57792,0.015718,0.009318679995793396,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-00y04.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,58.5,52.0,65.0,0.35227,0.0096391,0.005680183073986261,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-00y04.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,75.0,65.0,85.0,0.18272,0.005056,0.002946271471538222,0.1,True,25.0,25.0,-2.4,2.4
CMS13-00y04.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,102.5,85.0,120.0,0.078168,0.0022223,0.001260421127338002,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-00y04.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,140.0,120.0,160.0,0.028969,0.00086046,0.0004671110894209214,0.05,True,25.0,25.0,-2.4,2.4
CMS13-00y04.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,175.0,160.0,190.0,0.012585,0.00039379,0.0002029270275246745,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-00y04.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,205.0,190.0,220.0,0.0066982,0.00022323,0.00010800522969930669,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-00y04.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,235.0,220.0,250.0,0.0037617,0.0001344,6.065558994354931e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-00y04.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,275.0,250.0,300.0,0.0019776,7.4558e-05,3.188784184607042e-05,0.04,True,25.0,25.0,-2.4,2.4
CMS13-00y04.31,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,350.0,300.0,400.0,0.00067926,2.6966e-05,1.0952738396218545e-05,0.02,True,25.0,25.0,-2.4,2.4
CMS13-00y04.32,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,0.2,0.0,0.4,950.0,400.0,1500.0,2.7933e-05,1.1893e-06,4.5040609136644676e-07,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
