Name,A8-08y12-norm
Comment,ATLAS 8TeV 0.8<|y|<1.2 normalized to 1/sigma
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,0
List of norm.errors (relative),
Total cross-section nomalized,True
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-08y12-norm.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,1.0,0.0,2.0,0.02711,0.00010844,5.422e-05,0.00016266,1.0,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,3.0,2.0,4.0,0.05611,0.00011222,5.611e-05,0.00016833,1.0,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,5.0,4.0,6.0,0.05691,0.00011382,5.691e-05,0.00017073,1.0,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,7.0,6.0,8.0,0.04906,0.00014717999999999998,4.906e-05,0.00014717999999999998,1.0,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,9.0,8.0,10.0,0.04096,0.00012288000000000002,4.096000000000001e-05,0.00016384000000000003,1.0,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,11.5,10.0,13.0,0.03244,9.731999999999998e-05,3.244e-05,9.731999999999998e-05,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,14.5,13.0,16.0,0.02519,7.557e-05,2.519e-05,5.038e-05,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,18.0,16.0,20.0,0.01888,5.664e-05,1.8880000000000002e-05,3.7760000000000004e-05,0.5,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,22.5,20.0,25.0,0.01355,4.064999999999999e-05,1.3549999999999999e-05,2.7099999999999998e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,27.5,25.0,30.0,0.009693,2.9079e-05,9.693000000000002e-06,1.9386000000000004e-05,0.4,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,33.5,30.0,37.0,0.006777,2.0331e-05,6.777e-06,1.3554e-05,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,41.0,37.0,45.0,0.004544,1.3632000000000001e-05,4.544000000000001e-06,1.3632000000000001e-05,0.25,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,50.0,45.0,55.0,0.00294,1.1760000000000001e-05,5.8800000000000005e-06,8.82e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,60.0,55.0,65.0,0.001907,9.535000000000001e-06,3.8140000000000007e-06,9.535000000000001e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,70.0,65.0,75.0,0.001249,7.493999999999999e-06,2.498e-06,6.2449999999999995e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,80.0,75.0,85.0,0.0008337,5.8358999999999995e-06,2.5011e-06,4.1685e-06,0.2,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,95.0,85.0,105.0,0.0004832,2.8991999999999997e-06,9.664e-07,1.9328e-06,0.1,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,127.5,105.0,150.0,0.0001831,1.0986e-06,5.493e-07,9.155000000000001e-07,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,175.0,150.0,200.0,5.182e-05,6.2184e-07,2.0728e-07,3.6274e-07,0.04,True,20.0,20.0,-2.4,2.4
A8-08y12-norm.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,1.0,0.8,1.2,550.0,200.0,900.0,2.061e-06,3.0914999999999996e-08,1.0304999999999999e-08,1.8549e-08,0.002857142857142857,True,20.0,20.0,-2.4,2.4
