Name,A8-20y24
Comment,ATLAS 8TeV 2.0<|y|<2.4
Reference,arXiv:1512.02192
Process type,DY
Number of points,20
Number of uncorr.errors,2
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.028
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Uncorr.Err.1,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
A8-20y24.0,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,1.0,0.0,2.0,0.5629,0.0045032,0.0022516,0.0090064,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24.1,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,3.0,2.0,4.0,1.141,0.005705,0.003423,0.012551000000000001,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24.2,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,5.0,4.0,6.0,1.12,0.006720000000000001,0.0033600000000000006,0.007840000000000001,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24.3,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,7.0,6.0,8.0,0.9583,0.0057498,0.0028749,0.007666400000000001,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24.4,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,9.0,8.0,10.0,0.8113,0.0048678,0.0024339,0.0056791,1.0,True,20.0,20.0,-2.4,2.4
A8-20y24.5,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,11.5,10.0,13.0,0.6506,0.0039035999999999997,0.0019517999999999998,0.0039035999999999997,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-20y24.6,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,14.5,13.0,16.0,0.5041,0.0035287,0.0020164000000000002,0.0030246,0.6666666666666666,True,20.0,20.0,-2.4,2.4
A8-20y24.7,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,18.0,16.0,20.0,0.3939,0.0023634,0.0011817,0.0023634,0.5,True,20.0,20.0,-2.4,2.4
A8-20y24.8,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,22.5,20.0,25.0,0.2913,0.0020391,0.0011652000000000001,0.0020391,0.4,True,20.0,20.0,-2.4,2.4
A8-20y24.9,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,27.5,25.0,30.0,0.2136,0.0017088000000000003,0.0010680000000000002,0.0019224000000000003,0.4,True,20.0,20.0,-2.4,2.4
A8-20y24.10,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,33.5,30.0,37.0,0.1549,0.0010842999999999998,0.0006196000000000001,0.0010842999999999998,0.2857142857142857,True,20.0,20.0,-2.4,2.4
A8-20y24.11,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,41.0,37.0,45.0,0.1097,0.0008776000000000001,0.00032910000000000003,0.0007679000000000001,0.25,True,20.0,20.0,-2.4,2.4
A8-20y24.12,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,50.0,45.0,55.0,0.07384,0.0005907200000000001,0.00029536000000000005,0.0005907200000000001,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24.13,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,60.0,55.0,65.0,0.0497,0.000497,0.00019880000000000003,0.00044730000000000003,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24.14,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,70.0,65.0,75.0,0.03228,0.00041964000000000004,0.00019368000000000003,0.00038736000000000006,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24.15,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,80.0,75.0,85.0,0.02145,0.00034320000000000005,0.00015015,0.00027885000000000003,0.2,True,20.0,20.0,-2.4,2.4
A8-20y24.16,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,95.0,85.0,105.0,0.01165,0.0001631,5.8250000000000006e-05,0.0001398,0.1,True,20.0,20.0,-2.4,2.4
A8-20y24.17,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,127.5,105.0,150.0,0.00421,5.8939999999999995e-05,2.105e-05,4.631e-05,0.044444444444444446,True,20.0,20.0,-2.4,2.4
A8-20y24.18,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,175.0,150.0,200.0,0.001208,3.1408e-05,1.2080000000000001e-05,2.0536e-05,0.04,True,20.0,20.0,-2.4,2.4
A8-20y24.19,1 - 1 - 5,64000000.0,91.0,66.0,116.0,2.2,2.0,2.4,550.0,200.0,900.0,3.713e-05,1.41094e-06,4.4556e-07,8.1686e-07,0.002857142857142857,True,20.0,20.0,-2.4,2.4
