Name,CMS13-08y12
Comment,CMS 13TeV 0.8<|y|<1.2 absolute
Reference,arXiv:1909.04133
Process type,DY
Number of points,33
Number of uncorr.errors,1
Number of corr.errors,1
Number of norm.errors,1
List of norm.errors (relative),0.025
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Corr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
CMS13-08y12.0,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,1.5,1.0,2.0,5.3403,0.18519,0.08610975010647749,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.1,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,2.5,2.0,3.0,7.1761,0.2372,0.11571113565513044,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.2,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,3.5,3.0,4.0,8.0962,0.25942,0.13054730236354942,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.3,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,4.5,4.0,5.0,8.2121,0.25764,0.13241613370960503,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.4,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,5.5,5.0,6.0,7.8929,0.2427,0.12726918836309126,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.5,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,6.5,6.0,7.0,7.4519,0.22592,0.12015827702909193,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.6,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,7.5,7.0,8.0,6.8903,0.20709,0.111102749126203,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.7,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,8.5,8.0,9.0,6.435,0.19096,0.10376125722060232,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.8,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,9.5,9.0,10.0,5.8886,0.17357,0.09495082195326168,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.9,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,10.5,10.0,11.0,5.3966,0.15951,0.08701756032893591,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.10,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,11.5,11.0,12.0,4.9616,0.14626,0.08000339608791616,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.11,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,12.5,12.0,13.0,4.6803,0.13563,0.0754675698787234,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.12,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,13.5,13.0,14.0,4.1476,0.11756,0.06687804047368612,2.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.13,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,15.0,14.0,16.0,3.7455,0.10482,0.06039437279250443,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.14,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,17.0,16.0,18.0,3.2288,0.089781,0.05206283563541272,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.15,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,19.0,18.0,20.0,2.7913,0.077216,0.045008360105651485,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.16,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,21.0,20.0,22.0,2.4152,0.066543,0.03894392982738131,1.0,True,25.0,25.0,-2.4,2.4
CMS13-08y12.17,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,23.5,22.0,25.0,2.0517,0.056318,0.03308266844436827,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-08y12.18,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,26.5,25.0,28.0,1.6786,0.045864,0.027066611712587892,0.6666666666666666,True,25.0,25.0,-2.4,2.4
CMS13-08y12.19,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,30.0,28.0,32.0,1.3848,0.037739,0.022329229059687664,0.5,True,25.0,25.0,-2.4,2.4
CMS13-08y12.20,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,34.5,32.0,37.0,1.0655,0.029166,0.017180671261624206,0.4,True,25.0,25.0,-2.4,2.4
CMS13-08y12.21,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,40.0,37.0,43.0,0.79612,0.022027,0.012837049277150884,0.3333333333333333,True,25.0,25.0,-2.4,2.4
CMS13-08y12.22,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,47.5,43.0,52.0,0.55071,0.0155,0.00887993192913099,0.2222222222222222,True,25.0,25.0,-2.4,2.4
CMS13-08y12.23,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,58.5,52.0,65.0,0.32948,0.0094288,0.005312705365818812,0.15384615384615385,True,25.0,25.0,-2.4,2.4
CMS13-08y12.24,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,75.0,65.0,85.0,0.17423,0.0050731,0.0028093743349721124,0.1,True,25.0,25.0,-2.4,2.4
CMS13-08y12.25,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,102.5,85.0,120.0,0.074511,0.0022598,0.0012014537741669464,0.05714285714285714,True,25.0,25.0,-2.4,2.4
CMS13-08y12.26,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,140.0,120.0,160.0,0.027474,0.00088847,0.0004430049387535087,0.05,True,25.0,25.0,-2.4,2.4
CMS13-08y12.27,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,175.0,160.0,190.0,0.011644,0.0003998,0.00018775385844237662,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12.28,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,205.0,190.0,220.0,0.0062787,0.00022871,0.00010124099544848421,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12.29,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,235.0,220.0,250.0,0.0035819,0.00013829,5.775640205726115e-05,0.06666666666666667,True,25.0,25.0,-2.4,2.4
CMS13-08y12.30,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,275.0,250.0,300.0,0.0018354,7.4234e-05,2.959493574245432e-05,0.04,True,25.0,25.0,-2.4,2.4
CMS13-08y12.31,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,350.0,300.0,400.0,0.00060078,2.6152e-05,9.687286420045605e-06,0.02,True,25.0,25.0,-2.4,2.4
CMS13-08y12.32,1 - 1 - 5,169000000.0,91.1876,76.1876,106.1876,1.0,0.8,1.2,950.0,400.0,1500.0,2.4964e-05,1.2166e-06,4.0253240485705e-07,0.0018181818181818182,True,25.0,25.0,-2.4,2.4
